CMS Code,Carrier,Plan Name,Year,Benefit,Value,Source,Verified By,Verified Date,Notes
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Transportation,$0 - $475,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Lab services,$0 - $315,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Diagnostic radiology,20%,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Renal dialysis,20%,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Durable medical equipment,16%,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Prosthetics,0% - 20%,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Diabetic supplies,0% - 16%,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Physical therapy,$0 - $55,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Occupational therapy,$35,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Cardiac rehab,$30,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Pulmonary rehab,$25,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Mental health (individual),$50,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Mental health (group),$50,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Substance abuse (individual),$50,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Partial hospitalization,$50,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Rx deductible,"$605 (tiers 1,2 exempt)",CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Dental - allowance,$250 per year,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Dental - preventive,$55,CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2026,Hearing aids,$599 - $899 (2 per year),CMS,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2027,Service area,"Alleghany, Ashe, Wilkes",FL,,,
H9700-009-000,Devoted,DEVOTED CHOICE GIVEBACK 009 NC (PPO),2027,Key notes,"Higher giveback amount, less supplemental coverage. The Part B premium buydown benefit is designed for members who pay their own Medicare Part B premium. Members whose premium is paid by Medicaid or another assistance program will not benefit from the premium reduction. Processing through Social Security may take several months.",FL,,,
