CMS Code,Plan Name,Year,Benefit,Value,Source,Verified By,Verified Date,Notes
H3146-039,Aetna Medicare Enhanced (HMO),2027,Vision - eyeglasses,Our plan pays $300 every year for prescription eyewear. You must use the EyeMed network.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-039,Aetna Medicare Enhanced (HMO),2027,Vision - routine eye exam,$0 copay with an EyeMed provider (one exam every year),CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-039,Aetna Medicare Enhanced (HMO),2027,X-ray,X-rays: $10 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Ambulance (air),20% coinsurance,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Ambulance (ground),$290 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Annual physical exam,$0 copay for an annual routine physical exam.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Dental - allowance,"$0 - 50% cost share. Our plan pays for preventive dental services and $2,000 every year for comprehensive dental services. You must use the Aetna Dental PPO Network.",CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Durable medical equipment,20% coinsurance,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Emergency room,$130 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Fitness,Physical fitness program: Basic SilverSneakers® membership.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Hearing - routine exam,$0 copay (one exam every year) Appointments must be scheduled through NationsHearing®.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Hearing aids,"Our plan pays $1,250 per ear every year for hearing aids. Hearing aids must be purchased through NationsHearing®. $35 copay",CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Inpatient hospital,"$408 per day, days 1-6; $0 per day, days 7-90; $0 for additional days. Our plan covers unlimited hospital days.",CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Lab services,$35 copay $0 copay for certain lab services,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Max out-of-pocket,"$5,900",CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Medical deductible,$0,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Mental health (individual),$40 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,OTC allowance,CVS Over-the-counter,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Occupational therapy,$35 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Outpatient hospital,$20 - $408 copay $20 copay for outpatient hospital services other than surgery $408 copay for each outpatient hospital surgery,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Outpatient surgery (ASC),$358 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,PCP,$0 copay In-network PCP selection is required.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Part B giveback,$0,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Premium,$0,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Referrals,This plan doesn’t require a referral to see a specialist.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Skilled nursing facility,"$10 per day, days 1-20; $221 per day, days 21-100 Our plan covers up to 100 days per benefit period.",CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Specialist,$20 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Urgent care,$50 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Vision - eyeglasses,Our plan pays $100 every year for prescription eyewear. You must use the EyeMed network.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,Vision - routine eye exam,$0 copay with an EyeMed provider (one exam every year),CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-048,Aetna Medicare Signature (HMO),2027,X-ray,X-rays: $50 copay Diagnostic radiology: $0 - $300 copay Lower cost sharing is for services provided by your primary care provider in their office.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Ambulance (air),20% coinsurance,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Ambulance (ground),$315 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Annual physical exam,$0 copay for an annual routine physical exam.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Dental - allowance,"$0 - 50% cost share. Our plan pays for preventive dental services and $2,000 every year for comprehensive dental services. You must use the Aetna Dental PPO Network.",CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Durable medical equipment,20% coinsurance,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Emergency room,$130 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Fitness,Physical fitness program: Basic SilverSneakers® membership.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Hearing - routine exam,$0 copay (one exam every year) Appointments must be scheduled through NationsHearing®.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Hearing aids,"Our plan pays $1,250 per ear every year for hearing aids. Hearing aids must be purchased through NationsHearing®. $35 copay",CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Inpatient hospital,"$395 per day, days 1-6; $0 per day, days 7-90; $0 for additional days. Our plan covers unlimited hospital days.",CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Lab services,$35 copay $0 copay for certain lab services,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Max out-of-pocket,"$5,900",CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Medical deductible,$0,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Mental health (individual),$40 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,OTC allowance,CVS Over-the-counter,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Occupational therapy,$35 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Outpatient hospital,$40 - $395 copay $40 copay for outpatient hospital services other than surgery $395 copay for each outpatient hospital surgery,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Outpatient surgery (ASC),$345 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,PCP,$0 copay In-network PCP selection is required.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Part B giveback,$0,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Premium,$0,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Referrals,This plan doesn’t require a referral to see a specialist.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Skilled nursing facility,"$10 per day, days 1-20; $221 per day, days 21-100 Our plan covers up to 100 days per benefit period.",CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Specialist,$40 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Urgent care,$50 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Vision - eyeglasses,Our plan pays $100 every year for prescription eyewear. You must use the EyeMed network.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,Vision - routine eye exam,$0 copay with an EyeMed provider (one exam every year),CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-049,Aetna Medicare Signature (HMO),2027,X-ray,X-rays: $50 copay Diagnostic radiology: $0 - $300 copay Lower cost sharing is for services provided by your primary care provider in their office.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Ambulance (air),20% coinsurance,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Ambulance (ground),$290 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Annual physical exam,$0 copay for an annual routine physical exam.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Dental - allowance,"$0 - 50% cost share. Our plan pays for preventive dental services and $1,250 every year for comprehensive dental services. You must use the Aetna Dental PPO Network.",CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Durable medical equipment,20% coinsurance,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Emergency room,$130 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Fitness,Physical fitness program: Basic SilverSneakers® membership.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Hearing - routine exam,$0 copay (one exam every year) Appointments must be scheduled through NationsHearing®.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Hearing aids,Our plan pays $500 per ear every year for hearing aids. Hearing aids must be purchased through NationsHearing®. $35 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Inpatient hospital,"$470 per day, days 1-5; $0 per day, days 6-90; $0 for additional days. Our plan covers unlimited hospital days.",CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Lab services,$0 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Max out-of-pocket,"$6,750",CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Medical deductible,$0,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Mental health (individual),$25 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,OTC allowance,Over-the-Counter (OTC) Wallet $70 benefit amount (allowance) monthly on the Aetna Medicare Extra Benefits Card to help pay for certain OTC health and wellness products.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Occupational therapy,$35 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Outpatient hospital,$35 - $470 copay $35 copay for outpatient hospital services other than surgery $470 copay for each outpatient hospital surgery,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Outpatient surgery (ASC),$420 copay,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,PCP,$0 copay In-network PCP selection is required.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Premium,$0,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
H3146-053,Aetna Medicare Chronic Care (HMO C-SNP),2027,Referrals,This plan doesn’t require a referral to see a specialist.,CMS,Aetna 2027 Plan Guide (CMS-approved),2026-09-03,"Aetna 2027 Plan Guide (PG27-NC01/NC02/NCC01/NCS01), CMS-approved material ID Y0001_8915303_2027_M NC01, dated 20260818. Not for distribution prior to 10/01."
